45.73386456,-73.62528053
45.5790606,-73.35491979
45.59431483,-73.29870456
45.59704687,-73.32645527
45.64161115,-73.54360929
45.65910801,-73.90795824
45.59075179,-73.91974564
45.32430354,-73.78233417
45.29215537,-73.80969246
45.29975152,-73.43639238
45.46350904,-73.56464621
45.52835114,-73.74716222
45.65220027,-73.6131932
45.31151491,-73.65776174
45.7144063,-73.65850689
45.70724208,-73.76476414
45.43397375,-73.30967824
45.47444093,-73.85525001
45.42763318,-73.73652702
45.44053532,-73.63119383
45.42352877,-73.72976051
45.44003526,-73.91862928
45.42137703,-73.7101626
45.64259406,-73.53858683
45.51371604,-73.51321869
45.44983959,-73.36003623
45.67121938,-73.51005651
45.69281339,-73.37099336
45.37992514,-73.48788008
45.28071678,-73.83891408
45.4300771,-73.67913616
45.55504495,-73.80751919
45.266958,-73.61610898
45.53614499,-73.9855896
45.57800685,-73.61920014
45.31643819,-73.46831412
45.73218413,-73.76011392
45.61533361,-73.53083608
45.41133264,-73.39289979
45.57753378,-73.59119487
45.58353957,-73.5865581
45.40022725,-73.44654809
45.44430833,-73.90316076
45.44175843,-73.32981428
45.47558258,-73.40085734
45.57362649,-73.40539762
45.35106288,-73.83706373
45.49089041,-73.50084992
45.67428281,-73.49135991
45.49868154,-73.79027069
45.67843192,-73.86910545
45.33632126,-73.65115077
45.6854299,-73.61891698
45.24639349,-73.62764675
45.29625449,-73.71626358
45.64858941,-73.69964369
45.31763247,-73.49068804
45.50823809,-73.33895086
45.4616969,-73.88704371
45.27336751,-73.52433077
45.40361176,-73.89237815
45.73404539,-73.53913228
45.33147186,-73.87151214
45.61956134,-73.36722671
45.69751915,-73.4612725
45.43030735,-73.64943677
45.64020884,-73.7522005
45.51142728,-73.27639722
45.28266218,-73.71933121
45.53465769,-73.98979131
45.66653823,-73.4872551
45.43272515,-73.96700516
45.56028711,-73.40198027
45.73686823,-73.53990318
45.37230839,-73.90661239
45.53071212,-73.81743292
45.64442261,-73.95064632
45.4008962,-73.47918624
45.68065982,-73.76979898
45.36654856,-73.35700951
45.35910163,-73.59227699
45.3343586,-73.48246474
45.51074759,-73.55645532
